Date,Open,High,Low,Close,Adj Close,Volume
2023-05-22,16.780001,16.930000,15.830000,15.930000,15.930000,2326296
2023-05-23,15.930000,16.250000,15.830000,15.940000,15.940000,1330318
2023-05-24,16.010000,16.059999,15.500000,15.800000,15.800000,1433706
2023-05-25,15.790000,15.920000,15.540000,15.620000,15.620000,1400805
2023-05-26,15.700000,16.309999,15.550000,16.260000,16.260000,2255787
2023-05-29,16.400000,17.200001,16.370001,17.129999,17.129999,3339558
2023-05-30,17.270000,18.000000,17.080000,18.000000,18.000000,4358884
2023-05-31,18.049999,18.240000,17.590000,17.650000,17.650000,4562055
2023-06-01,17.709999,18.490000,17.709999,18.150000,18.150000,3627015
2023-06-02,18.500000,18.670000,18.219999,18.629999,18.629999,3232489
2023-06-05,18.980000,19.150000,18.650000,19.040001,19.040001,4582376
2023-06-06,19.090000,19.330000,18.600000,19.020000,19.020000,4525595
2023-06-07,19.240000,19.320000,18.900000,19.299999,19.299999,4788775
2023-06-08,19.400000,19.730000,18.750000,18.889999,18.889999,4077663
2023-06-09,18.980000,19.459999,18.920000,19.430000,19.430000,4328579
2023-06-12,19.549999,19.809999,19.260000,19.340000,19.340000,5425464
2023-06-13,19.350000,19.350000,18.500000,18.559999,18.559999,3062275
2023-06-14,18.600000,18.820000,17.889999,17.940001,17.940001,3493276
2023-06-15,18.000000,18.299999,17.980000,18.260000,18.260000,1767156
2023-06-16,18.290001,18.600000,18.129999,18.230000,18.230000,2419573
2023-06-19,18.230000,18.370001,17.299999,17.299999,17.299999,2336460
2023-06-20,17.309999,17.370001,16.650000,16.650000,16.650000,3707250
2023-06-21,16.670000,16.870001,16.400000,16.450001,16.450001,1951311
2023-06-22,16.469999,17.080000,16.410000,17.000000,17.000000,2273842
2023-06-23,17.200001,17.660000,17.200001,17.660000,17.660000,2572058
2023-06-26,17.799999,18.950001,17.799999,18.870001,18.870001,5619879
2023-06-27,18.870001,20.740000,18.750000,20.740000,20.740000,9860909
2023-07-03,21.260000,22.799999,21.000000,22.120001,22.120001,13590448
2023-07-04,22.200001,23.100000,21.520000,22.000000,22.000000,10034108
2023-07-05,21.959999,23.879999,21.719999,23.440001,23.440001,10351480
2023-07-06,23.719999,24.040001,22.920000,22.940001,22.940001,6901784
2023-07-07,23.059999,23.780001,22.639999,23.240000,23.240000,7069483
2023-07-10,23.580000,24.360001,23.260000,23.600000,23.600000,10642150
2023-07-11,24.040001,24.280001,23.240000,23.420000,23.420000,6747941
2023-07-12,23.420000,23.799999,22.760000,22.980000,22.980000,3897534
2023-07-13,22.980000,23.280001,21.900000,22.299999,22.299999,5324363
2023-07-14,22.299999,22.760000,21.940001,22.600000,22.600000,3058736
2023-07-17,22.600000,23.620001,22.600000,23.000000,23.000000,4974603
2023-07-18,23.180000,23.340000,22.000000,22.000000,22.000000,5015400
2023-07-19,22.000000,23.959999,21.459999,23.040001,23.040001,9662057
2023-07-20,23.660000,23.920000,22.920000,23.600000,23.600000,7762190
2023-07-21,23.680000,24.860001,23.320000,24.280001,24.280001,8434205
2023-07-24,25.000000,25.879999,24.000000,24.480000,24.480000,9893556
2023-07-25,24.520000,24.799999,23.299999,23.700001,23.700001,5078173
2023-07-26,23.799999,25.320000,23.420000,25.000000,25.000000,7632152
2023-07-27,25.200001,25.879999,24.760000,25.139999,25.139999,7027396
2023-07-28,25.320000,25.760000,24.900000,25.219999,25.219999,5298893
2023-07-31,25.620001,26.260000,25.299999,25.920000,25.920000,6839986
2023-08-01,25.980000,26.260000,24.879999,25.059999,25.059999,6531918
2023-08-02,25.059999,25.799999,24.760000,25.120001,25.120001,3982069
2023-08-03,25.719999,26.180000,24.940001,25.600000,25.600000,6905653
2023-08-04,25.620001,27.000000,25.459999,27.000000,27.000000,8015630
2023-08-07,27.959999,29.260000,27.520000,29.100000,29.100000,9611212
2023-08-08,27.299999,28.000000,26.260000,26.680000,26.680000,15367010
2023-08-09,26.680000,26.680000,25.360001,25.639999,25.639999,10272824
2023-08-10,25.600000,26.480000,24.139999,24.480000,24.480000,7458211
2023-08-11,24.459999,25.639999,23.240000,25.639999,25.639999,6664103
2023-08-14,26.000000,26.200001,24.940001,25.280001,25.280001,6331306
2023-08-15,25.219999,25.280001,24.180000,24.559999,24.559999,3628273
2023-08-16,24.719999,25.059999,24.500000,24.520000,24.520000,3826020
2023-08-17,24.600000,24.940001,24.379999,24.540001,24.540001,4202560
2023-08-18,24.900000,24.940001,23.719999,23.959999,23.959999,5095350
2023-08-21,23.959999,25.200001,23.740000,24.920000,24.920000,6754237
2023-08-22,24.920000,27.200001,24.780001,27.080000,27.080000,15046985
2023-08-23,27.299999,27.799999,25.280001,25.280001,25.280001,10302901
2023-08-24,25.540001,26.299999,24.280001,24.639999,24.639999,7968906
2023-08-25,24.700001,25.200001,23.940001,24.900000,24.900000,3729735
2023-08-28,25.240000,25.820000,24.959999,25.139999,25.139999,4898647
2023-08-29,25.200001,25.340000,24.719999,24.900000,24.900000,4497901
2023-08-31,25.000000,25.740000,24.840000,25.680000,25.680000,4840437
2023-09-01,25.680000,26.400000,25.059999,25.860001,25.860001,5814296
2023-09-04,26.100000,27.340000,26.000000,26.219999,26.219999,8799129
2023-09-05,26.219999,26.219999,25.379999,25.660000,25.660000,5260072
2023-09-06,25.980000,26.580000,25.660000,26.299999,26.299999,5928599
2023-09-07,26.500000,27.100000,25.980000,26.360001,26.360001,6280948
2023-09-08,26.480000,27.840000,26.280001,27.580000,27.580000,11983102
2023-09-11,27.760000,28.440001,26.600000,26.780001,26.780001,8915300
2023-09-12,26.799999,27.420000,25.860001,26.600000,26.600000,6924676
2023-09-13,26.760000,27.540001,25.440001,25.580000,25.580000,4879208
2023-09-14,25.600000,25.760000,24.500000,25.340000,25.340000,5593180
2023-09-15,25.559999,25.900000,24.920000,25.340000,25.340000,4078988
2023-09-18,25.000000,25.299999,23.980000,23.980000,23.980000,3301052
2023-09-19,24.000000,24.420000,23.520000,24.240000,24.240000,4403985
2023-09-20,24.320000,24.580000,23.660000,23.660000,23.660000,2788966
2023-09-21,23.660000,25.059999,23.500000,25.000000,25.000000,4133810
2023-09-22,25.000000,25.920000,24.520000,25.799999,25.799999,4986313
2023-09-25,25.980000,26.719999,25.820000,26.620001,26.620001,5821119
2023-09-26,27.020000,28.000000,26.520000,27.639999,27.639999,10556099
2023-09-27,28.139999,28.340000,26.400000,26.959999,26.959999,6788476
2023-09-28,26.900000,27.020000,25.600000,25.799999,25.799999,11099769
2023-09-29,25.820000,26.719999,25.600000,26.000000,26.000000,4810838
2023-10-02,26.040001,26.459999,25.639999,25.799999,25.799999,5204354
2023-10-03,25.920000,26.520000,25.799999,26.480000,26.480000,9181053
2023-10-04,26.580000,26.959999,26.180000,26.500000,26.500000,8365189
2023-10-05,26.299999,27.719999,25.860001,27.719999,27.719999,13619220
2023-10-06,27.639999,29.959999,27.120001,29.379999,29.379999,16361117
2023-10-09,29.000000,31.799999,28.400000,29.639999,29.639999,22091912
2023-10-10,30.600000,32.599998,30.299999,32.599998,32.599998,18536780
2023-10-11,34.000000,35.860001,33.299999,35.860001,35.860001,19704212
2023-10-12,37.200001,39.000000,34.419998,36.500000,36.500000,44092080
2023-10-13,37.139999,37.459999,34.400002,34.400002,34.400002,15717606
2023-10-16,35.900002,36.340000,32.500000,32.799999,32.799999,18620152
2023-10-17,33.000000,33.900002,32.139999,33.220001,33.220001,15659839
2023-10-18,32.880001,34.040001,31.080000,31.080000,31.080000,12010642
2023-10-19,31.500000,33.400002,31.059999,31.260000,31.260000,14299727
2023-10-20,30.900000,32.560001,29.820000,29.959999,29.959999,12239330
2023-10-23,31.680000,32.939999,31.139999,32.939999,32.939999,9164462
2023-10-24,33.980000,36.220001,33.840000,34.160000,34.160000,15924363
2023-10-25,34.400002,35.240002,30.760000,30.760000,30.760000,16928732
2023-10-26,31.500000,32.619999,30.000000,32.400002,32.400002,12428802
2023-10-27,32.419998,33.259998,31.020000,32.080002,32.080002,11364014
2023-10-30,32.480000,34.139999,32.160000,33.820000,33.820000,11347271
2023-10-31,35.000000,35.660000,31.799999,31.799999,31.799999,14739760
2023-11-01,32.240002,33.639999,31.379999,32.160000,32.160000,12776691
2023-11-02,33.000000,35.360001,32.520000,35.360001,35.360001,15226627
2023-11-03,35.959999,37.279999,35.000000,35.139999,35.139999,15222746
2023-11-06,36.060001,37.959999,35.580002,37.700001,37.700001,12425805
2023-11-07,37.700001,41.000000,37.040001,39.660000,39.660000,21010165
2023-11-08,39.919998,41.660000,38.340000,38.520000,38.520000,12221303
2023-11-09,37.820000,39.480000,36.900002,38.200001,38.200001,10175172
2023-11-10,38.700001,39.880001,37.860001,38.200001,38.200001,11348814
2023-11-13,38.299999,42.020000,38.180000,40.200001,40.200001,17764394
2023-11-14,40.779999,42.639999,39.299999,40.500000,40.500000,16053053
2023-11-15,40.599998,41.000000,37.820000,38.080002,38.080002,11227578
2023-11-16,38.099998,38.360001,37.480000,38.080002,38.080002,7168723
2023-11-17,38.200001,39.660000,37.639999,39.139999,39.139999,8482976
2023-11-20,39.139999,40.000000,38.860001,39.000000,39.000000,5005501
2023-11-21,39.099998,39.299999,37.799999,38.919998,38.919998,5296583
2023-11-22,38.919998,38.919998,37.439999,37.439999,37.439999,4284123
2023-11-23,37.459999,38.139999,36.560001,37.599998,37.599998,5172441
2023-11-24,37.900002,37.900002,36.759998,37.419998,37.419998,4046078
2023-11-27,37.520000,38.220001,36.720001,37.180000,37.180000,6958780
2023-11-28,37.180000,37.200001,36.000000,36.439999,36.439999,3963303
2023-11-29,36.480000,36.660000,34.599998,34.599998,34.599998,4854314
2023-11-30,34.779999,36.040001,34.599998,35.459999,35.459999,5134692
2023-12-01,36.000000,36.299999,34.700001,35.259998,35.259998,3488530
2023-12-04,35.259998,35.439999,34.500000,34.639999,34.639999,5293701
2023-12-05,34.660000,35.360001,34.240002,35.360001,35.360001,4403744
2023-12-06,35.400002,35.980000,32.880001,32.900002,32.900002,6931603
2023-12-07,33.000000,34.139999,32.380001,34.139999,34.139999,4981589
2023-12-08,34.099998,35.099998,33.439999,35.099998,35.099998,4232249
2023-12-11,35.099998,35.099998,33.360001,33.580002,33.580002,2363976
2023-12-12,33.580002,34.900002,32.939999,34.779999,34.779999,4002025
2023-12-13,34.779999,34.779999,33.099998,33.200001,33.200001,2834066
2023-12-14,33.700001,34.820000,32.080002,34.299999,34.299999,2654468
2023-12-15,34.240002,34.599998,33.599998,34.380001,34.380001,2510417
2023-12-18,34.259998,34.900002,32.599998,32.680000,32.680000,2526249
2023-12-19,32.639999,32.639999,31.020000,32.000000,32.000000,2588922
2023-12-20,32.080002,32.639999,31.120001,31.700001,31.700001,2783431
2023-12-21,32.000000,32.919998,30.480000,32.320000,32.320000,4106063
2023-12-22,32.500000,32.700001,31.660000,31.740000,31.740000,1890410
2023-12-25,31.740000,31.740000,29.639999,30.040001,30.040001,1541206
2023-12-26,30.139999,30.900000,29.500000,29.799999,29.799999,1736580
2023-12-27,29.820000,30.299999,29.000000,29.240000,29.240000,2484758
